village_id,date,turbidity,pH,temperature,conductivity,tds,chloramines,sulfate,rainfall_7d,flow,water_unsafe
V004,2025-07-26,9.972474645427699,6.48474259176021,21.154570871329756,352.3027891667066,562.6117543816683,0.8328797925850356,365.64999969928914,156.59416868181464,9.407813971678356,1
V016,2025-03-20,14.491424487012896,8.264687695156193,17.87989992404585,1085.6063493685938,588.5229182188448,1.014813832442235,361.6151360663566,20.673929328745466,58.004710474788,1
V005,2024-05-26,3.6573702299811033,8.107224887356985,28.978120002801525,403.9840928475389,805.6940014391914,0.07479063132248664,381.6559688244389,189.13849901457615,18.49852214480085,1
V020,2024-11-13,1.8875187777049565,7.77842419872888,19.20760387139223,663.1535935215186,285.8521530260814,3.4310780303715065,175.65939265820163,242.76700110808682,46.83512520568812,1
V005,2025-12-19,4.892943783701902,8.629890894392297,15.73877881861035,1428.1159235910543,579.510921887935,3.755134444315169,224.249866808117,99.07622519232207,9.850542774390533,1
V020,2025-05-21,12.819998702937804,8.33349597620055,31.48021285650133,1359.3479874675513,306.3317706602879,0.7974801222819655,433.6141772165831,244.61138759863883,18.089874961747533,1
V016,2025-11-12,14.83235495695959,7.347997688729956,20.901612039748603,497.05918200445024,965.5504432975099,2.8966568671909485,276.31348142799203,256.8074045587637,43.76136359963648,1
V003,2025-01-31,6.295168336869506,5.79175451883887,27.726247041688588,978.3462141422968,104.13255367722846,4.337963607566117,102.49698602032768,118.2711076661042,21.846398536558713,1
V006,2024-03-06,5.317364188973812,8.517301148652656,25.18217071263466,1388.0332478605483,561.897960943005,2.893136752934825,407.8711092162739,65.48791398852143,6.703908608292986,1
V011,2025-11-10,11.214185366554542,7.29466855996518,22.882607437992146,76.02867699628678,286.8042179018114,3.77541081486022,225.37714114076897,92.36101235068587,56.51753705468435,1
V001,2024-06-13,12.136091754697611,5.9517132308089336,24.746465268489448,1136.9890920998923,448.37097695552245,3.919530374642931,244.84850992086848,226.2602179309059,34.14824085561477,1
V008,2024-08-25,4.7347930795207445,5.511170570159793,26.625140635241177,799.1345922557541,869.3420498315214,2.9274803727404204,129.75594154654664,297.56168725635223,6.939856996500087,1
V006,2024-02-19,14.459813969176471,8.900777664837069,32.18636133440209,672.6996391443488,100.55385025201282,2.389183891267784,231.22957110143042,267.2435928296191,44.61289835765052,1
V001,2024-09-25,6.225291506356394,7.116698256059431,34.339752113236,1118.998053914981,616.4417846554566,2.2712109677233494,497.72128645986686,175.64810021283915,56.624741724211006,1
V015,2024-05-09,2.436600054618004,6.691980341670336,25.952531814043088,1229.2744913735778,268.94092841625366,2.1169041937564037,138.48760327282048,70.33414121293552,17.735860166485246,1
V005,2024-05-26,14.79149123952612,8.692979001560445,31.169081549746302,1436.830722329275,889.5072084358693,2.4874446197098488,310.49436245198547,54.25670136299247,17.8290605166919,1
V012,2024-02-06,5.973703395142158,8.101648302837717,32.25033025398308,112.44475022711094,503.4721609423686,0.9038088151344048,242.83325694554588,159.38650255663433,1.8330969326566593,1
V015,2025-12-18,11.793503425242527,6.410720003105551,31.04345748984512,452.60064992517175,384.1943308601398,4.014819502457245,402.23794410066284,224.22604508128677,35.05188735474886,1
V012,2025-11-26,14.21992593179645,5.966551252917817,24.079950180925778,109.5257063842064,918.027876888989,3.620566942380004,162.25907563304213,0.031824323245366326,53.08533474040554,1
V020,2024-11-29,12.798007792616712,8.756471479723384,23.423142841028753,784.6661652767442,957.2244233983948,0.711962515372554,64.03475151921313,108.17078162086891,2.083469986387585,1
V015,2025-08-21,7.7746918898380715,7.256989953923706,31.889668288277193,1478.430424569297,472.99439493281,0.23933260761496544,284.27514659397775,191.5383257104694,24.326164033705872,1
V009,2025-07-10,11.332701397174741,6.359746991027414,16.851856561432918,364.0888958568289,551.3990669939092,0.20979055410186132,110.018241983601,222.60763854658825,47.9475476784949,1
V002,2024-09-21,2.2954888973984104,6.658407554042518,21.87215669698549,1014.7978618131344,703.6791733627599,4.369549090960309,236.06005268689205,245.84029491926887,29.160134056152373,1
V003,2025-03-05,0.5333560035940446,6.159970940147628,28.788258492968566,994.9483148675223,504.6839937258464,1.3794839768909228,240.39030022535107,255.32119763736205,54.192465146748454,1
V017,2024-11-08,14.261025308180312,6.888383077582882,18.165582818281354,1083.4815287148413,780.5531784885954,1.8837784225812637,75.43171458029038,7.385254152667631,45.20731091678586,1
V002,2024-02-13,9.367699791641064,5.785986507263822,15.582224998989545,239.85298970615395,241.16607375484017,3.1154185879556957,82.685626711672,0.12647431906095408,39.575596194637,1
V002,2024-02-23,13.56144832148188,7.6929970555492115,30.68196990149771,72.49440558856591,976.8005404467726,2.1732153441488142,67.85682993436171,287.21256465795426,38.439943694508216,1
V020,2025-05-11,2.7762836082364832,8.236293784588407,30.441376286271698,888.9052748230872,292.73810296076,4.911297931874809,417.3064093287678,191.52464056583813,17.07440243341803,1
V011,2024-07-02,1.0477681657140205,7.7742730942520275,19.307343648377895,1243.7396025018224,275.63938997077713,2.939528760588817,458.4808158316693,240.47243850761464,6.763351540963594,1
V009,2024-07-31,13.02259485268102,6.6713329346505805,19.601416801077022,748.6613358043121,456.25083616936286,3.431777812659258,410.67730270548503,212.93647368234045,33.428542105419105,1
V018,2025-01-20,2.0420009468642495,8.2618134055987,17.19665140473998,288.9177711818753,197.31322263171347,0.8188041430569903,94.17511318943396,249.63584834546512,37.065068419213084,1
V003,2025-11-02,1.7469717473529571,8.825703009832662,26.548137438577275,1214.010090940121,242.4909326928329,3.954110693890817,225.75407085207277,257.1357227857109,28.515510850360524,1
V011,2025-10-31,10.729108942402325,7.4186244317502466,15.297497520552819,775.0843626596518,631.5307932432866,1.7316544927563577,184.75340086311826,72.53867605515669,45.16741171431924,1
V020,2024-11-15,5.008431376958645,5.8490299943449315,30.043508494146643,217.8635346443987,526.5915535165262,1.5470414031605824,66.69845416733772,206.23315368986133,33.16289684920582,1
V008,2025-03-12,12.565024164308058,7.177042931765358,21.19628977142405,392.7404537292448,400.78484821657395,3.108662716599302,370.74374952078796,150.30842814535401,51.180172799676264,1
V009,2024-11-07,3.3942222904399437,5.664931306653526,27.76388500491528,472.39943191843577,240.14986205904913,0.5598966127027211,128.2561403035619,243.48087290053797,41.63655622999782,1
V011,2024-12-10,12.148867407561697,6.2282902228734836,18.236595603654667,685.3865390068279,278.7194257396399,0.03508157789232913,291.7389142333071,163.2541651177309,8.080095861038842,1
V010,2025-04-04,14.23018101823259,6.6549542950330025,34.77838180835546,188.06871409215586,582.3304867280875,0.6527695050525589,421.720007117198,38.747003838803515,42.494609573454994,1
V001,2024-07-07,14.938177467780479,8.068502908196452,26.35065255230279,815.8177019843545,447.7069309002808,4.642955572875881,397.4938447342895,167.70423891864553,25.106240131646047,1
V002,2024-02-11,4.167907522027882,6.591577826163366,23.850134677682988,269.0393029596597,290.5445582917453,2.9025881964040714,394.75996361525006,57.21527492831374,56.29377989612815,1
V012,2025-07-12,3.8867006660799235,7.048584047452231,21.635895185501433,1387.597966115431,427.9957893695667,0.20288254325633692,283.17111472367867,71.48401192788589,41.04955985343557,1
V018,2024-06-15,4.694702114297232,8.624532690370842,15.608072830917795,293.6346303039129,776.1093840390228,0.06887195164507032,325.9907850948231,7.986523119513933,11.072935733831013,1
V018,2025-10-04,5.293993714903825,8.426019100935383,30.79854543971738,673.893277627264,324.798439092543,1.2864717061626614,101.19844810770681,115.9015078077212,46.13482671821581,1
V012,2024-02-29,1.0984509031084688,5.636711641137888,18.869974217764756,559.8747233139977,982.3465552313322,1.9632865216570576,359.8953413506066,171.99021371767975,44.65747537832714,1
V007,2025-06-27,8.492674818487268,7.031578345215092,34.405617150570116,1416.7254632512484,617.690413346392,0.7566978992639711,414.0142922131358,285.3100994824232,31.526199783645986,1
V003,2025-08-26,9.378006500713804,6.968041361797772,25.919408556965195,602.4957832981535,821.3385259284266,1.358973031612864,485.44166098888377,198.79649340218185,52.837036287964615,1
V001,2024-03-18,3.479709705081109,7.210970174981501,16.162852183478115,1300.5188409188404,956.9100479474268,4.054558931033651,444.40579639678117,15.217268194065426,41.66081804965013,1
V018,2024-03-07,8.680140272004902,5.769488496919183,19.516990888957068,444.28426524904603,896.9767233423458,3.472083975339392,444.0554127850883,180.12989121371734,45.76906542233273,1
V017,2024-07-28,9.777162296482128,5.989578446744544,21.447736269973525,125.94885342783816,197.3003043787824,4.4853043705210105,228.13879909379168,126.05149234616522,9.582582883490812,1
V018,2025-07-01,6.776350577069808,5.609364581359464,33.94523735038206,125.3491920882329,303.46112926390003,1.4362574943537494,336.68220280347964,107.63499631014568,22.196286390424795,1
V018,2025-11-26,9.893427558847055,8.135125026244582,34.535254024585726,1354.6046444961344,867.1496348368343,0.1750170233893361,465.68611356116884,213.8827645459274,46.37683928536876,1
V006,2024-03-14,6.202515117293158,7.0604785757256785,34.19532675167314,695.5175910286712,244.01098867198758,0.8942633456005117,95.59869380860603,37.07918518463876,19.406147139094895,1
V007,2025-11-14,1.5142576893556559,8.252264483985769,33.268030852586904,254.08051847279762,764.0934159136891,0.585564247902462,194.71879046802184,210.0064828409432,8.348320462239238,1
V013,2025-10-31,7.698547521304072,7.1163632790837665,30.741621938711763,1016.0935968655352,532.3300438555045,0.5916295860577991,445.77743669187686,77.38866995314288,15.620076772682317,1
V020,2024-02-29,2.0955679698167584,8.755405844779627,22.153480898280513,618.0479765060917,388.60154418924753,0.4929130435715978,179.70967675424527,74.46305900824677,4.022858723639313,1
V016,2025-11-13,14.674461805355934,6.788977020982798,32.61054187544993,420.5451454019131,477.2324640145182,4.990821489923525,54.26484326420682,268.2423604709287,23.775628168849256,1
V010,2025-10-07,4.7597914237853844,8.376750775333463,25.455474540368748,686.9871659266146,835.4444100703831,3.7454701482336876,334.36409317035594,226.32115309913937,34.27266092552949,1
V010,2025-07-27,9.21208916809323,6.943129261599516,16.681865633026643,394.5045266267257,323.43085107327806,4.746470105315332,476.302004661069,30.6412722786771,6.089015026394624,1
V010,2025-06-18,2.319882082726722,8.159176913151772,24.892184408917487,851.5030337543398,318.1622491515225,0.5932558337580696,111.55806900250016,129.83105405159742,58.11123924624929,1
V016,2025-06-20,9.603549813015666,6.601963263440296,21.92582729092658,390.9061396288161,206.79548534288648,0.06931119981159362,325.66880110776356,132.34483544401263,58.57496982806115,1
V002,2024-12-31,6.006154255635442,8.17172119064409,31.563565683078284,520.5103524175993,495.73509528633116,1.4364968909018656,348.2144917793165,157.10005905646776,25.52608663120202,1
V001,2024-05-07,2.9006559778014345,5.75378184449433,20.041204459994553,1279.5536575254414,619.5320413912522,1.6768445823681777,327.7577327598349,212.10853474312157,2.878618171282672,1
V016,2024-03-14,11.196933094149975,8.130812153302045,16.87417793798232,450.35954271328836,970.7142591092594,1.3445908746574942,352.71046870290434,142.70699381033506,49.54392908659744,1
V017,2024-10-25,11.178942797432589,6.543450787414695,34.460369278581354,651.6153664424726,161.0289136973372,3.960672462178463,168.67367880419812,158.8980631317593,20.746953918515267,1
V004,2025-04-05,1.651537424411421,5.678478330516543,26.781178150798432,145.75669593768401,798.55542971028,0.6346677410339147,88.64712708881021,279.23205159735426,51.16612239367292,1
V020,2025-06-15,13.30288676615339,8.81212211010914,22.502678975148243,461.4787171903045,430.0460523159297,3.7305116285717013,100.78593432830763,152.65039904822407,35.97463106524041,1
V001,2024-10-29,5.563816641004313,6.657751159422631,32.85839079933087,1340.0031092426427,277.5212373196042,2.9058083715085696,276.8480830568515,199.32358441099385,39.099454116995965,1
V016,2024-03-28,3.610108926031934,6.385081849187691,25.78792543708041,443.5309945416903,290.3693668441454,1.1215066065007977,117.91507717080692,198.14099372149343,32.32233551282475,1
V015,2025-02-17,10.451276431346463,7.276121554597383,16.994121575974226,382.05578036775705,330.10187881833133,2.8083569336339975,144.06951150743112,200.14665267622237,1.0467183531922486,1
V012,2024-09-11,10.934888165817437,7.164212890303751,19.422088373072942,56.87530351291735,603.5150227836939,1.0781984881964224,52.286094323460134,153.0433913360249,33.378005562676364,1
V002,2025-05-03,9.290323201337142,8.999461269843998,23.262566619349005,543.4567588206437,915.8642289804014,2.4031682078215377,334.6298505317202,243.35256739883397,7.751432510240588,1
V011,2025-07-31,5.70599719342243,8.740199207086496,19.931678309819297,94.71013906042225,975.2360356574274,2.175630201011428,420.55236763823865,225.03435591294678,45.68436373784313,1
V004,2025-06-02,14.012208775200042,6.972336157335624,22.720050168953133,1100.7995919235211,886.1180273500454,4.019536969542336,232.45554284515669,159.80047846117253,59.73948911414867,1
V001,2024-10-17,12.100416671914832,8.8179276731038,20.995565012647113,923.1227386275651,151.10289126180072,0.5574481876548038,171.5962686893533,49.97944551667201,49.01043722493391,1
V010,2024-04-01,10.778368556591401,8.50433740442545,17.129484568726877,820.756189772222,358.4364634168784,4.28025558134742,229.11633806924496,193.588441185024,11.86210189483684,1
V005,2024-01-27,6.1578749246719084,7.701108682020749,29.33386400479293,419.8557252009115,398.6414661440374,1.9105728320616089,204.32640071314378,118.36685997903001,2.0173473066536207,1
V006,2024-03-22,6.403228522205764,5.959813338810954,25.682516675743738,782.4889779158699,622.1263509598344,2.644912652950459,189.7102067142069,76.31969092671295,22.81511497385173,1
V001,2024-07-13,1.5203084036979875,8.461662265521275,34.095360612756586,979.0967962971894,766.3149234457379,4.971818204034737,277.3243923646171,169.4019650367797,24.842144077893472,1
V020,2024-06-25,0.5509271590476208,7.402098197220739,21.90933406749666,366.39330938805904,399.23789188004054,3.8577507531655586,147.50023695497867,237.00438877632803,21.273063941410783,1
V010,2024-05-19,12.070152682201288,8.534814714252306,19.371580419101274,531.2613036481616,175.90254705813123,4.041777018531103,399.4586693093521,138.87970908236673,24.223895216478056,1
V002,2024-01-31,8.731489786107398,5.5138569888857,26.697613997072985,224.6483360095502,917.7883708115437,3.14360492598935,170.44414692846698,263.3651550306557,22.4250973695263,1
V004,2025-05-12,7.036399661090163,5.823171916619886,23.063902946272137,1190.255969903697,105.36114749104223,3.148294065341186,476.7333643503941,257.69336527231445,29.13138939092959,1
V017,2025-01-26,6.8961475988784455,6.0901622740117904,23.575846833626805,183.77906751668215,750.6468999037985,4.328366296487177,117.31826199111057,75.08434310882923,32.501683366043046,1
V011,2024-10-18,1.9675905989770963,7.521325624569505,23.216254600518134,543.3488532551715,628.9973156315235,0.03254561589981775,158.7778817423461,172.78483747305265,57.29422764056253,1
V011,2024-12-05,3.547586142162567,8.813840683420123,31.86823903196658,382.22646291793734,959.1891175662787,2.7954689384249627,423.3265602876511,178.5121725281267,55.66058153892327,1
V006,2025-10-09,11.501895524813836,8.158258600178188,23.830719937018507,784.7788921167553,413.0216103188815,1.0429269220306008,209.3076893502881,288.71028686434363,0.6144989800732059,1
V009,2025-11-28,1.970259499411935,7.849344325193388,23.103244990130815,651.0236843505143,695.4383514267879,3.727400508938554,461.0461306798925,191.45146897177176,34.89905320289602,1
V013,2024-02-25,13.705332170478183,6.771595947299382,29.111343839326526,286.2811213399412,225.99317165402238,4.869509300425564,226.79943774318113,206.18597155885735,34.3608447312963,1
V011,2024-08-22,6.660213546569656,5.892264535149453,16.97016021746558,317.2484682490845,611.8124225339172,3.059054399828476,291.52940336603655,226.06423280341681,48.16670321251576,1
V005,2025-07-26,0.613792376594154,5.942233048512886,31.356452994087146,113.13462753217996,596.8285672342108,3.6613000588819338,237.5100113722407,50.43224230422244,14.285769174127989,1
V008,2024-08-16,12.855493351667866,7.426762490895151,15.201980050439133,1296.3501750314292,845.7012341401054,2.73155942463545,321.50201689381106,161.20872243781886,2.3379644892726703,1
V017,2024-06-16,14.831712301453418,7.261205789053732,19.684067522280756,657.9857708455285,697.5173695555094,4.718029367393016,246.76254776718238,61.804755894552066,13.1333982244277,1
V004,2025-12-21,14.93484926046464,6.860531990096231,33.101673382071155,1466.867598401297,578.2851057903354,3.9292330820275523,125.17308735162385,178.42730632316935,57.93019475102748,1
V017,2024-07-27,2.879312254156569,6.907113629042792,21.572196538283855,1035.5362913111096,478.28947352587136,3.3148903279115793,157.0554209816911,171.9998775173814,37.728633749976616,1
V015,2025-01-16,14.681043409798294,8.698946443471867,34.36804307876969,187.15698955175282,463.1260328539198,4.892596804193094,396.41553264541824,228.50223518053338,41.16666552742327,1
V017,2025-10-10,3.1746046081664736,8.551948405627027,28.385590293125485,900.8757435125054,732.254597731972,3.3292676187665613,198.67406586474277,226.06599570190002,40.74291919662666,1
V003,2025-06-09,10.62059180888404,6.9676807181617955,26.722591856642985,1231.0002196655303,562.2525778984981,0.23191241314923894,280.34591100285843,57.32564127168833,51.883039124854264,1
V007,2024-09-07,8.91543411289759,8.602816058451474,26.69088862141774,1360.9457909531384,914.6649927647012,4.572915775887064,392.9034927910939,15.1524568633439,28.486152181966656,1
V010,2025-10-05,1.5417985105279945,8.527290241969705,20.65699868938972,895.1737501165097,490.9123748286794,4.794446637723414,334.6474341980425,233.86597587244165,57.737734422637615,1
V013,2024-12-26,0.7494043687697591,8.022595454453619,23.2045195636912,552.0477544914806,462.89360682444,3.7447409335019666,435.71906971239923,272.33467106574324,3.9955400989735446,1
V005,2025-09-22,12.780159331687981,7.277489192741903,17.753530858966563,1206.2885758101513,381.24247390076596,3.2510756524115116,274.0470115245902,28.45525066856357,20.792081587166678,1
V005,2025-01-14,6.088629515414094,6.666622536922519,18.70426499100365,387.08594520475145,293.7794076017061,0.26502645626223287,165.01498136424075,293.27345306456516,38.581363390631154,1
V003,2025-08-30,11.433087559685454,8.334215894873697,34.84939038593056,86.51065677951878,724.1495395468546,2.983340798971104,291.32515438464077,68.02736995305334,11.52445195925258,1
V002,2024-02-17,3.022965473898512,8.763702778731613,20.504863941016577,838.2721439679633,427.6009086682097,1.7673645446907782,432.032995351904,259.55098917416126,57.233126280453455,1
V018,2025-11-20,2.7327822493704,6.001195070582659,32.75056201615004,1036.626812154239,483.2170998611676,0.10762517403833549,292.37110806376063,213.20588940021665,27.166533752314912,1
V003,2025-03-12,8.376127438566677,8.679382358887791,32.88622104269215,677.665673917267,764.2398924348045,3.566752023589993,321.7060633941876,123.56312921638666,9.761353437370289,1
V009,2025-12-09,9.425975074459176,7.8744755137650735,15.26393897174447,457.7667700537151,406.9180407497117,1.8011334842981008,416.34702312145873,70.40482098663684,21.154654730439166,1
V018,2024-08-26,12.646776087412539,5.782225952492621,25.79680429230353,66.56872865390027,687.1256558421368,0.3262160452264318,299.4954917740467,171.8096046579032,42.4146788543111,1
V001,2024-08-06,8.912642734942816,6.176769880736197,15.52744446906666,1415.998174474222,687.1959624801704,1.7925869663859373,427.8511331262952,252.97240711282348,41.784507105698964,1
V017,2024-10-03,1.6661770281757131,8.251781614274691,15.30872912217344,965.7933343939987,481.02538234387833,1.97835851094232,116.71890631133967,187.89651117801708,48.305942019168334,1
V012,2024-05-12,1.05585952916169,6.447451935167162,26.816496088621363,478.0716354902017,116.1835491357085,2.4775008592500827,416.5387060306586,104.09245894945055,22.431914184973156,1
V019,2024-03-17,12.398780775354409,6.21921102986977,17.928601189024405,446.31439275569176,617.9895898682399,1.821314185297755,476.4573843777253,298.16366310746,36.13634711795638,1
V010,2024-04-30,13.026106269212988,7.516189412112272,15.239963467460955,409.9090816421262,508.18123275381464,3.571442475341139,314.2272686338588,153.57497329649806,24.291566259571407,1
V010,2025-02-15,2.5577382145456675,6.654487588376368,25.37735652289128,543.5559687086209,737.8219135141268,2.9312849736611857,242.87908498331223,114.30848393084322,49.59594881270693,1
V015,2025-12-27,9.270012270471547,6.207665156255855,16.11871357570938,219.49970394706133,251.5720630331328,4.752122415689252,321.5938116852376,224.59814150127715,58.190520505116424,1
V018,2025-01-30,1.6483048783874859,8.02711383499102,22.4834655032653,1273.7493163581141,122.22263380357981,2.910412718703601,255.83986559000223,75.77058421368385,10.149424907547662,1
V016,2025-02-28,4.157363359918188,8.102171175754656,22.130755770212218,209.53125437695192,192.10897530165482,3.541255741507048,216.24442599177164,133.72561240605606,12.879099367742642,1
V016,2024-07-07,10.321650580839478,8.076769449287637,18.945727563895616,1476.4807079305044,356.19853705044375,2.553363483278206,325.6022804767764,137.76134397604315,35.20522693570817,1
V002,2025-06-18,14.964514243128443,6.506400640867536,20.338144559917094,1298.5920540562888,720.7671860821374,4.641773951817163,368.52039476711343,153.43614593460904,45.08728068490878,1
V015,2025-11-25,14.690075396769815,5.79203041237763,28.276357360246777,884.1585533688182,502.24712908656215,0.7668043646822664,122.24198964599056,1.6526059672992033,23.752531074756305,1
V010,2024-01-01,4.598926794411815,6.669786747616151,20.1480994495706,51.68058918335285,789.6405723448822,0.3359960885170943,60.10283029026707,59.576296966920594,31.375273051864653,1
V004,2024-08-05,7.358157823412984,8.968428800174015,26.964795956821526,1038.4056739228654,695.324256158618,2.122287809837431,97.90075774333523,91.82359603197334,0.9255301555141004,1
V019,2025-11-27,5.400336821529399,8.803585564322601,22.0195172249743,1313.5160136533018,618.5367412701775,2.669907858485132,468.95885235524355,94.70555383723014,40.392322842600656,1
V018,2024-05-18,3.6774800244471484,8.447805633256046,25.271904841347503,1165.3470819470072,245.78073935522116,2.40065569655043,291.6105494721338,240.19789386087072,17.300016234715386,1
V003,2024-11-25,13.442540692162211,8.510352086273352,17.799119932451426,757.2483607083985,711.4248813761442,2.7624823007001584,464.09537175781134,58.878465162116456,11.67136081944349,1
V013,2024-06-12,3.3295468950075366,7.0020866982403085,23.531852806403155,1356.1638485451233,159.07217653763692,2.517776833687673,494.1422993929487,220.47835712961913,1.970705212210384,1
V012,2024-09-24,11.920195602163355,6.304906278082842,17.953008480303417,837.1136878186812,687.0490462409524,1.8895862498104665,359.927427612558,91.89329260325118,43.22564936985788,1
V014,2025-06-21,3.7549484541456897,8.123451460391323,22.096395157529354,858.0171088399594,321.87329338815357,1.2898328063249003,374.789680146195,254.03425267425732,54.49707253690948,1
V016,2025-02-06,2.6259893721346206,7.467344236172729,30.994648434832982,1294.6392110941813,762.167798103656,1.682588115461675,311.5332114959028,18.034642816747404,57.71513037420916,1
V012,2025-10-29,14.764341964637428,8.168539504921762,26.004580065183035,140.5523875070982,861.5557030880271,4.845704812532418,469.60774615431654,25.251459515643027,40.68559676395738,1
V002,2025-08-07,12.417040900238662,7.702729409054449,29.5655402051394,165.18396535690187,414.4631944075876,2.820154460615742,143.51608288910776,271.6547924382835,26.73434537969696,1
V019,2024-12-16,7.504147973717903,8.064425883666352,24.598351340954405,907.0637927392238,548.2879278548089,4.28581326007898,369.9911903088569,141.92950333853057,52.80434449498196,1
V006,2024-12-31,14.237673211738937,7.522049084536771,28.78373446813388,164.59074656947598,665.949702593858,0.9890247557685655,338.7487095082309,87.85094917609946,8.53060361282413,1
V001,2025-01-23,7.918739641147374,8.450925728738188,22.569729858823912,868.6732629054962,631.9543503722123,1.1136482852311913,395.5560919692081,28.045398713720083,25.337123106791747,1
V009,2025-06-04,14.809675221990338,7.164181597416293,15.169627268610114,794.9767025109592,306.0634163995692,3.8091071562709096,328.99086154678616,199.21288243441333,2.6720897712396408,1
V006,2025-05-16,2.138033973530667,7.575156332915306,18.45416690822749,382.8033634682202,457.19978631541034,0.7232976772318334,463.3089304991126,285.2445126351754,35.448208150115924,1
V015,2024-01-28,5.8492306473092315,7.752151631070458,28.516835684666724,1312.4613655585351,953.58454999705,2.8062146832517776,100.60362909834065,253.82533866349186,11.126065829185283,1
V007,2024-03-11,1.6037767941309724,7.291000732072794,20.606596340079662,1171.1327462507593,585.9387952246921,2.566993193611391,83.91342820397199,106.92761512256514,6.666257374155407,1
